business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,GoodForKids,RestaurantsGoodForGroups,BikeParking,RestaurantsTakeOut,OutdoorSeating,RestaurantsReservations,RestaurantsPriceRange2,Caters,BusinessAcceptsCreditCards,RestaurantsDelivery,HasTV,Alcohol,RestaurantsTableService,RestaurantsAttire,NoiseLevel,BYOBCorkage,ByAppointmentOnly,WheelchairAccessible,HappyHour,DogsAllowed,BusinessAcceptsBitcoin,DriveThru,GoodForDancing,Corkage,BYOB,CoatCheck,RestaurantsCounterService,DietaryRestrictions
pxfEDR5-7iBo-iCy1B9tkA,Ciao Cafe,2 N Sandusky St,Delaware,OH,43015,40.2989268,-83.0674958,5,33,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tjUvFosGEt8KNV5ZCgwe9A,O'Charley's Restaurant & Bar,1425 Polaris Pkwy,Columbus,OH,43240,40.140659,-82.981464,3,73,0,0,1,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
DZo11kKP7uj8H2GxtEtppQ,Just Pies,5212-B N High St,Columbus,OH,43214,40.0682638,-83.0188914,4.5,40,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NPI_1hTnJV0WpO-w8d-DpQ,BurgerIM,3744 Fishinger Blvd,Hilliard,OH,43026,40.0303521,-83.1142342,4.5,11,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IhmUH-AIqgY3bmOtj1BMWg,The BistrOh!,300 W 10th Ave,Columbus,OH,43210,39.99493236,-83.0189817,3,5,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
nt5uRqHYB0R7SARMxpH2Ew,Subway,1577 Holt Rd,Columbus,OH,43228,39.91988575,-83.1238526,5,5,0,1,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NLJiHI-7iAr4mAmg5ebCtQ,Panda Express,6519 Winchester Blvd,Canal Winchester,OH,43110,39.85427706,-82.82606469,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bJz5LBepsgSh4fB_k36ZSA,8 Ball Sports Bar & Billiards,2100 Morse Rd,Columbus,OH,43229,40.0622839,-82.9628679,3,6,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D4uHscIcnAH9KCAiKz0oaw,Jie's Good Tasting,1413 Grandview Ave,Columbus,OH,43212,39.98647067,-83.04502264,3.5,52,0,0,0,0,1,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6Kvq1laHhdCWdf8WxmI7VQ,Kohinoor Indian Cuisine,76 W Powell Rd,Lewis Center,OH,43035,40.15739003,-83.02013733,3.5,76,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tNu6KenpJZIgclgQihKLsQ,Pei Wei,4155 Morse Crossing,Columbus,OH,43219,40.05521469,-82.91923846,3,68,0,0,1,0,0,1,1,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JBhGuWam_rd1JGosmFoOhw,Charleys Philly Steaks & Wings,6975 E Broad St,Columbus,OH,43213,39.9817615,-82.817052,3,19,0,0,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IoHni3wBpyLAyyNO7fl-gw,Zeno's,384 W 3rd Ave,Columbus,OH,43201,39.9840752,-83.0153032,3.5,56,1,0,0,0,1,1,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0
LbtFyFzsdt-d2XDlIGVsaQ,Bambino's Pizza and Wings,23 W Main St,West Jefferson,OH,43162,39.9444734,-83.2693745,4,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bmfqIDt2zsDEnWAJ7F-HUw,Sahara Shisha,20 E Arcadia Ave,Columbus,OH,43202,40.0179695,-83.0115258,3.5,33,1,0,1,1,0,1,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4ItNls3JWNYB5goJRHSgKw,Sage American Bistro,2653 N High St,Columbus,OH,43202,40.0163766,-83.0118405,4,66,1,0,0,0,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ocjrBcnqCPiqLP_uayJhqw,Shisha Lounge,2369 N High St,Columbus,OH,43202,40.0105743,-83.0104387,3,30,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_xgx_-P_a6xYKPwSd62MtA,Tommy's Pizza,4279 W Dublin Granville Rd,Dublin,OH,43017,40.0984393,-83.1041551,3.5,125,0,0,1,0,1,1,2,0,0,0,1,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0
4Pi3EzxoPRMLb7mJqVyqGg,Pho Fast,6000 Parkwood Pl,Dublin,OH,43016,40.0890394,-83.1400924,3.5,10,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
gv_eXT9EeRt1xSrTi4l1kw,Mr Hummus and Falafel,1355 Grandview Ave,Columbus,OH,43212,39.985463,-83.0450112,4,12,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
uaqF8I4UI2UMd9tjoS_57w,Wendy's,1600 Georgesville Square Dr,Columbus,OH,43228,39.9215967,-83.1210304,2.5,12,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EWD6UlwVtdO26D11L7oodw,Currito,1778 N High St,Columbus,OH,43201,39.9985549,-83.0074759,3.5,18,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
_vQlfSmGeQRn85dpMfllCQ,Papa John's Pizza,1692 Morse Road,Columbus,OH,43229,40.0615244,-82.9743705,2.5,20,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H82T5LaYRnL9BispFgdeTg,Domino's Pizza,90 W William St,Delaware,OH,43015,40.2992626,-83.071518,2,12,0,1,1,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
xGE-_Dur7yHaMolekNPTWw,Taste of Orient,2418 N High St,Columbus,OH,43202,40.0115487,-83.0100964,3.5,121,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0
lWeNH974GIQH_yrQ78j6Eg,Happy's Pizza,1481 E Dublin Granville Rd,Columbus,OH,43229,40.0874801,-82.9865365,2.5,20,0,1,0,0,1,1,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6uejLJy7zgc64y6bIhutWg,Angelina's Villa,5450 E Livingston Ave,Columbus,OH,43232,39.9437172,-82.8495063,4,19,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rtByCNjkHOhZBVUwNrNRXw,Two Brother,5605 Blazer Pkwy,Dublin,OH,43017,40.07947121,-83.13298667,4,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L27OYJmxqiOrTLfos6pYsw,Mariachi's Mexican Restaurant,5701 Maple Canyon Ave,Columbus,OH,43229,40.0851771,-82.9609726,4,19,0,0,1,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cZkc5sVTl9jF2Q8uEzUreg,PGA Tour Grill,4600 International Gtwy,Columbus,OH,43219,39.997827,-82.883105,2.5,11,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
W-ouas5W3DOJ1lnaqcHGIg,Golden Corral Buffet & Grill,2005 Stringtown Road,Grove City,OH,43123,39.8776489,-83.0568453,1.5,52,0,0,1,0,1,1,2,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
oFLFA74qVOb-RJdCExna5Q,BRU Burger Bar-Westerville,691 North Cleveland Ave,Westerville,OH,43081,40.1444411,-82.9470519,4,243,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0
9UKq82mnlLM2PzdPi-D5UQ,Borgata Pizza Cafe,"2285 W Dublin Granville Rd, Ste 113",Worthington,OH,43085,40.08961093,-83.05095722,4,155,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
sBCd47RoqDq4wd408CCfHQ,Habaneros Fresh Mexican Grill,3650 Main St,Hilliard,OH,43026,40.0261059,-83.1598827,4.5,216,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
vBU7all0Hm_RxBK2eIyoeQ,Buffalo Wild Wings,2386 Taylor Square Dr,Reynoldsburg,OH,43068,39.9364515,-82.7870813,3,57,0,0,0,0,0,1,2,1,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0
FXnjLXjcJtmY59yg4WK56w,Champps Restaurant & Bar,1827 Olentangy River Rd,Columbus,OH,43212,39.9966845,-83.0263971,2.5,170,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
p6RnfILI0jImkLz6uPiSqg,Layla's Kitchen,6152 Cleveland Ave,Columbus,OH,43231,40.0990182,-82.9479681,4,232,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
OYvlxJzux2UiY1eAjdMiFw,Barley's Brewing Company,467 N High St,Columbus,OH,43215,39.9719688,-83.0028581,4,459,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,1,1,0,0
5tVuIEhRbhRlfnazaDIowA,Short North Coffee House,1203 N High St,Columbus,OH,43201,39.9868808,-83.0056649,4,53,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
qNXB4fJRhFXp-ZShFt4AzQ,Eskimo Queen,461 W Main St,Plain City,OH,43064,40.109628,-83.274901,3,9,0,0,0,0,0,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
27LqR06arU69IYXeqXf-3A,The Simple Greek,5010 N Hamilton Rd,Columbus,OH,43230,40.058904,-82.862642,3,28,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
l5OcAp5yqwKAYAlg0nBBSw,Dan’s Deli,5200 N Hamilton Rd,Columbus,OH,43230,40.063469,-82.86191,4,6,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uT97tJ3mMvb3YXtu74zR5w,Impero Coffee Roasters,3041 Turnberry Ct,Grove City,OH,43123,39.9015218,-83.0765625,4,12,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oSNp1RKzyU_GqNF33ggeag,Pointe Tavern,1991 Riverside Dr,Columbus,OH,43221,39.9970909,-83.07433741,3.5,30,1,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
K4yrba6IFBnMGE4f_Hf7ug,Creno's Pizza - Gahanna,943 E Johnstown Rd,Gahanna,OH,43230,40.0421406,-82.8634754,4,11,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zoTFMr5y5JYLnyl2IuZXrw,Sunny Street Cafe,", 6607 East Broad St",Columbus,OH,43213,39.9806362,-82.8275006,3.5,92,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
osq0INQ-ZB5tu11PVBVgUQ,Villa Nova Ristorante,5545 N High St,Columbus,OH,43214,40.0757763,-83.0192272,4,276,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
OhFahsJeNc6Sz6dCkMUrcg,Aangan India Bistro,7520 High Cross Blvd,Columbus,OH,43235,40.1164258,-83.0115888,4.5,94,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6jQBWTkM9xBfe8kwygySnA,The Old Bag of Nails Pub,345 W Olentangy St,Powell,OH,43065,40.158651,-83.0843724,2,55,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
foq433HFQGfBtIed7jwFxw,DK Diner,1715 W 3rd Ave,Grandview Heights,OH,43212,39.9851063,-83.0516805,4,352,0,0,0,0,0,1,1,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1xPp8w4Mf09PAXaAklPgAA,Burger King,8105 E Broad Street,Reynoldsburg,OH,43068,39.9851905,-82.7868873,1.5,48,0,1,0,0,1,1,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
qSt3ULwOPhoDk43ViEJMmw,Taqueria Jalisco,4640 Cleveland Ave,Columbus,OH,43231,40.063986,-82.9524112,5,33,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
oVD3SDcG1CkhYTSDbkcOWQ,Legacy Smokehouse,3987 Main St,Hilliard,OH,43026,40.0331431,-83.160901,4,99,0,0,0,0,0,1,2,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_7Z9tQb6m7BT7ptkhbxpQ,Pistachio,680 N Pearl St,Columbus,OH,43215,39.9764603,-83.0023302,4.5,7,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NHmJPIf1tAtzkj-VBkgxzw,Genji Japanese Steakhouse - Reynoldsburg,2045 Brice Rd,Reynoldsburg,OH,43068,39.93751333,-82.83093399,3,49,0,0,1,0,1,0,2,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
65u_cNJ_d8DI0m8H3mQTDw,Burger King Restaurant,2808 S Hamilton Rd,Columbus,OH,43232,39.9214581,-82.8790836,1.5,7,0,0,0,0,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8UeH6qz124o1DrifYKZUdQ,Arby's,4484 E Main St,Columbus,OH,43213,39.9559107,-82.8784049,2,13,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCpnFNhJR11jTKERdRL5hw,Bakersfield,733 N High St,Columbus,OH,43215,39.9773253,-83.0038264,4,659,1,0,0,0,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
kutrVFzVvr5rzyrflAvw3g,Chick-fil-A,3940 Morse Rd,Columbus,OH,43219,40.0582824,-82.9115225,3,49,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
gLAvSbpqs-LVYFr5J8BqDg,Kabob Time,2570 North High St,Columbus,OH,43202,40.01473398,-83.01108498,4.5,24,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0
Cs6AU3zUIkVF1MivqB_wTw,Wendy's,8655 Columbus Pike,Lewis Center,OH,43035,40.16521434,-83.01903565,2.5,7,0,0,1,0,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
yMw4U6xu1m6mN2uyx7uGBA,Holy Smoke Barbecue,5251 N Hamilton Rd,Columbus,OH,43230,40.0642015,-82.8638021,3,61,0,0,0,0,0,1,2,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4tRjGk1QqDFYmr3w5w2d-Q,Godavari Columbus,1025 Polaris Pkwt,Columbus,OH,43240,40.1456782,-82.9939229,2.5,91,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zejcxgXeGc0txcSn122sHA,El Vaquero Mexican Restaurant,3580 W Dublin Granville Rd,Columbus,OH,43235,40.0942486,-83.0853336,3,123,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
8bKA8SV9zGwH1LN0OSMpPA,Fujiyama Steakhouse of Japan,5755 Cleveland Ave,Columbus,OH,43231,40.0878024,-82.9514161,3,136,0,0,1,0,1,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AmV3T-mYDGMz-KbqYZAudQ,Carved Comfort,5445 Roberts Rd,Hilliard,OH,43026,40.0037171,-83.1536263,3,40,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
RA_nGZlcB85-63u64o8yjQ,JaVa's Cyber Espresso Bar,96 S Grant Ave,Columbus,OH,43215,39.9613728,-82.9893821,4,5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LgwQlTVVRhQbwtaJWNJbYQ,Sichuan Hotpot,1644 N High St,Columbus,OH,43201,39.9959174,-83.0067761,4,10,1,1,0,0,1,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
bLcC0PdUawrziITTyUfG1A,Bonchon,3586 W Dublin Granville Rd,Columbus,OH,43202,40.094614,-83.0859187,3.5,160,0,0,1,1,1,0,2,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
aU-kHmreSdNOnN4awUvI4w,First Watch,2103 Polaris Pkwy,Columbus,OH,43240,40.144215,-82.96091,3.5,95,0,0,1,0,1,1,2,1,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
hf4ubaLVUjgEMm8TlRZIKg,Subway,495 S State St,Westerville,OH,43081,40.1132245,-82.92729918,2.5,5,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aULJVAkQMZzOZJD3buikpA,Plank's Bier Garten,888 S High St,Columbus,OH,43206,39.944075,-82.9968341,3,82,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TLacNA9mTxIq22euraeZGg,Alley Bar,40 N High St,Columbus,OH,43215,39.96329669,-83.00023695,4,13,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
_1fSY6Rzhvwqi3Vvg2Zoag,Boston Stoker,1660 Neil Ave,Columbus,OH,43201,39.9953237,-83.0142142,4.5,33,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
WfNO6dcHD3RWId87md9Q3Q,La Scala,4199 W Dublin Granville Rd,Dublin,OH,43017,40.098571,-83.1018655,3.5,144,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
e1JiReDnTaqcHWTOcnkunQ,Fuzzy's Taco Shop,479 N High St,Columbus,OH,43215,39.97209,-83.00293,2.5,115,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ogkfapltl_ncyE6cMk70-w,Easy Street Cafe,2882 E Main St,Columbus,OH,43209,39.957057,-82.9215013,3,17,0,1,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AszE6wfLQq7D2bXIR4lwFw,Michaels Hibachi,3985 Broadway,Grove City,OH,43123,39.8829773,-83.0933198,4,44,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gHBc-eawTTL8-fRKzp_g4w,Giorgio,2941 N High St,Columbus,OH,43202,40.0221763,-83.0134668,3.5,35,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghgTDkO4_7UghFGljfHVIw,Fiesta Jalisco,9762 Sawmill Pkwy,Powell,OH,43065,40.15591201,-83.0932414,3,29,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tUJqwzfE8MCV75TA5AvCdA,Pizza Cucinova,79 S State St,Westerville,OH,43081,40.1238754,-82.9310382,3.5,50,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
u4nHnaByMP0Wp7TyKapBNQ,Donatos Pizza,6810 Perimeter Lp,Dublin,OH,3017,40.10405,-83.1584722,2.5,19,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sLJrrc7Ucaz-m1Gv3PBZWg,Pizza Hut,4300 Macsway Ave,Columbus,OH,43232,39.923821,-82.8814607,2,11,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bKqu4G6YVGlmlgD-2Ogb9g,Fabian's,691 N High St,Columbus,OH,43270,39.9764991,-83.0035386,3.5,123,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ob-fEQNqWgCOxjDlW2jfWg,Noodles & Company,2124 N High St,Columbus,OH,43201,40.00565509,-83.00888992,3,38,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
H6MW0VNkaUkDjlDxeZctuA,Massey's Pizza Sports Bar & Wings,"152 Graceland Blvd, Graceland Shopping Center, Graceland Shopping Center",Columbus,OH,43214,40.06641057,-83.02354418,3.5,38,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oN88_Scc1zPSsjzQQWYz2g,Romeo's Pizza,2995 N High St,Columbus,OH,43202,40.023314,-83.0138512,3,5,0,0,0,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FPqNC5WsqQH2aYCH6iIN_Q,Lin's Wok,"240 N Liberty St, Unit H",Powell,OH,43065,40.1627626,-83.0744742,3.5,39,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fFbkQHwGHHHmFQzM_vdXRA,The Gumbo Dude Food Truck,2845 Brice Rd,Reynoldsburg,OH,43068,39.920601,-82.832282,4,11,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aDuPeCg5uEb1D_rono2o2Q,Verne's On 161,2365 E Dublin Granville Rd,Columbus,OH,43229,40.0857068,-82.9559001,3.5,5,1,1,1,1,0,1,2,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EnC9n8XKDXntYeF5RJMwrw,Bob Evans,1380 N Hamilton Rd,Gahanna,OH,43230,40.0543015,-82.86305487,2.5,52,0,0,0,0,1,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ql1weirXEKdt4_Jd5ViTUw,Olive Garden Italian Restaurant,1250 Polaris Pkwy,Columbus,OH,43240,40.142497,-82.986273,3.5,80,0,0,1,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
id90kv6SICSGqHPuW5wHDg,Ninja Grill,9 East Lane Ave,Columbus,OH,43201,40.0058175,-83.0089095,4.5,19,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9XwjouSMxyol-X1IqxjCjQ,Bob Evans,9891 Brewster Ln,Powell,OH,43065,40.155238,-83.09339091,2,38,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TnkYFUpva3JBnHeOaYHxpA,Grand Day Cafe,1284 W 5th Ave,Columbus,OH,43212,39.9889658,-83.0401862,4,206,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
aZq2C8t7g-H-AQA7QBrTqg,City Barbeque,5979 E Main St,Reynoldsburg,OH,43213,39.9541338,-82.8391132,4,94,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
DYM-IicT0oKTeUD92l_1cQ,Dinner in the Dark l Blind Ninja Dinner Challenge,"560 South High St, Fl 2",Columbus,OH,43215,39.9506532,-82.9981668,3.5,7,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
f5viGxZxTtR4pbjy_szKrQ,Piada Italian Street Food,4025 Easton Station St,Columbus,OH,43219,40.0496896,-82.91426327,4,126,0,0,0,0,0,1,1,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
j3jLAwxteZ_CJg9pP3M8zA,Flying Pizza,1812 N High St,Columbus,OH,43201,39.9993501,-83.0075323,4,39,0,1,0,0,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52r7m5aC62-2UPHExAdZlA,Firehouse Subs,1511 Hilliard Rome Rd,Columbus,OH,43228,39.9799703,-83.1507396,3.5,25,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ntnv1R1n8EPaSfwnv-xvRA,Red Door BBQ,177 S Cypress Ave,Columbus,OH,43223,39.9551631,-83.0287027,4,26,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8lQ9RGzgfn36qfKMFCdA-Q,Jason's Deli,"775 Yard St, Ste 190",Grandview Heights,OH,43212,39.974781,-83.026286,4,81,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
WNivk-WfDrz6AANA-wE23A,Subway,2937 Olentangy River Rd,Columbus,OH,43202,40.0207262,-83.0260547,2,7,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mS9Kym1PEAlC2QDUAExSpA,Nida's Thai on High,976 N High St,Columbus,OH,43201,39.9822488,-83.004136,3.5,317,1,0,0,0,1,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dBfB1cE4t4hfvpztVAOcxg,Teppanyaki Japanese Grill,599 S State St,Westerville,OH,43081,40.11094121,-82.92741045,3.5,19,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GFhYrFzK7Cg_y4o9jZ4i_w,Lifestyle Cafe,891 Oak St,Columbus,OH,43205,39.9627875,-82.9764912,4.5,37,0,0,0,0,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3ygQ1V48tjziHMUF7sUS4A,Market & Boar,59 S Spruce St,Columbus,OH,43215,39.9718576,-83.0043273,3,94,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
